model,ns0:participant,ns0:messageFlow,ns0:choreographyTask,ns0:exclusiveGateway,ns0:endEvent,ns0:sequenceFlow,ns0:startEvent,ns0:subChoreography,ns0:intermediateCatchEvent,ns0:eventBasedGateway,ns0:textAnnotation,ns0:association,ns0:parallelGateway,ns0:intermediateThrowEvent,ns0:inclusiveGateway,ns0:extensionElements,ns0:boundaryEvent,ns0:group,ns0:complexGateway
sid-d096a05b-c0e4-4392-a269-2fd37238cc94,14,7,7,6,1,23,1,0,0,0,0,0,2,0,0,0,0,3,0
sid-456ee830-bc3c-4f84-8cf1-387f05f0eb06,16,11,8,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-1b6a99e6-b701-40a6-8f04-86d715a76648,10,6,5,4,1,12,1,0,0,0,1,1,0,0,0,0,0,0,0
sid-884e3e03-82de-441d-b413-aac2a2bd3b8f,12,7,6,0,0,8,1,0,0,0,2,1,1,0,0,0,0,0,0
sid-dec77b5a-e111-42f7-a484-9e9ed14b9ac4,10,5,5,3,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-587b855e-e0fe-469a-98d4-8f7c3f2307d4,6,3,3,0,1,8,1,0,0,0,0,0,2,0,0,0,0,0,0
sid-e5b0ecf4-2199-4b27-be4b-5b8dceaeb199,10,6,5,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-050149c3-9071-42d6-8129-14a11d1f1f06,10,4,4,2,1,10,1,1,0,0,11,0,0,0,0,0,0,0,0
sid-c36d8bc0-ef36-45db-9e50-6ea9af6a72b9,50,28,25,14,3,65,1,0,0,4,0,0,6,0,0,0,0,0,0
sid-1052341b-dda2-4376-9156-8c378fb48db0,18,15,9,2,2,15,1,0,1,0,0,0,0,0,0,0,0,0,0
sid-bad8b6db-2137-49bf-8ade-3a93be82eda4,8,6,4,1,2,10,1,0,1,1,0,0,0,0,0,0,0,0,0
sid-589d319e-8305-4336-83ee-d11aa2b56fd5,12,9,6,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-55d71993-7551-4602-896e-b512a4c10c1c,18,9,9,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-b7b36685-2b15-4bc0-8853-27012da21b61,26,22,13,1,7,23,1,0,0,2,0,0,0,0,0,0,0,0,0
sid-202caeea-22f7-4c00-ba13-a16aaf218b3d,12,6,6,0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0
sid-51ce2cc1-ec9c-49a8-900b-62d5dea1183a,4,3,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-b35e12db-2225-4926-9030-302da7e213e9,11,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sid-325a1bff-a6cb-4a0f-97db-97d548f5e646,6,5,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-88293469-052e-470a-8173-02d567128fb8,12,8,6,2,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-b5d9d25c-5664-48f8-8b78-db5d6d4d922b,15,7,7,1,1,14,1,0,2,1,0,0,0,0,0,0,0,0,0
sid-940b0d0b-9b47-4d2a-9c0c-cb8a1461a997,8,7,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-b42b7e58-0113-4583-8ff6-e67666f3955f,20,10,10,3,1,20,1,0,0,1,0,0,0,0,2,0,0,0,0
sid-2d00d074-8092-4cc8-876c-38e30e93578e,6,3,3,1,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0
sid-beed21ea-b87d-4b71-abed-7d2c660863dd,6,4,3,2,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-bdbde234-c55d-46a0-9e89-62c51f29d161,8,5,4,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-0de8854f-07eb-4d06-8e49-148a373df43a,2,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-221e4abb-4484-4399-95f2-e4c05587dd80,46,37,23,4,4,55,2,0,7,3,0,0,2,0,2,0,0,0,0
sid-11f0cab7-e752-4a13-a29e-8f10522dbf7c,6,4,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-c74a100e-3e54-409f-9986-cc046a89833b,20,10,10,3,1,17,1,0,1,0,0,0,0,0,0,0,0,0,0
sid-4897723a-e23c-4231-9340-70ae17739921,26,13,13,1,2,20,4,0,0,0,0,0,0,0,0,0,0,0,0
sid-6aee5be6-882d-47e6-96b5-be79aa7899ef,14,13,7,4,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0
sid-dbf8295b-13d4-4bb1-b976-bc765456e0f8,8,4,4,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-8cf04aa5-ed38-43f8-a628-7e211cc2f882,8,4,4,2,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-58485904-a81a-4272-b538-07f8d1088ece,26,18,13,0,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-b7694e04-26e1-4412-8a22-68764d10d4a9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-b66a39f6-7497-4bee-ab6d-1b0d793a4a41,14,8,7,2,2,16,1,0,2,1,0,0,0,1,0,0,0,0,0
sid-7dd609da-b461-4317-8d21-aa67f3d3c43c,10,8,5,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-86143f04-b35e-4a26-a7c6-5786fa4a9e52,8,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-b5038088-6c3f-4f28-a231-999140e87b0a,6,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-d26ebe6c-cb11-474c-9264-df63a9abdcf4,28,14,14,3,4,24,1,0,0,0,0,0,2,0,0,0,0,0,0
sid-35c756a2-9047-4830-87a6-242061afb964,8,5,4,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-ca3f4b94-dc55-48a3-adc6-3ff2acf97964,12,9,6,5,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-0070a1cc-d1ba-4816-b4ea-35849b807e52,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-c5244920-c805-44ce-9082-a6db8b78d623,16,8,8,1,2,13,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-1190d841-340d-4d8b-b755-949bbed45248,26,15,13,3,2,22,1,0,1,1,1,0,0,0,0,0,0,0,0
sid-dee95dbc-010c-4377-8b09-b83825a58c09,12,7,6,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-688a7c40-4690-4e91-bd88-bc9d336dfaed,16,10,8,1,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-1c463449-b17f-4e6c-b6a7-ed0dc494530e,40,24,20,4,6,39,1,0,1,4,0,0,2,0,0,0,0,0,0
sid-41ea7b61-d119-40f7-9bfd-827072d99edd,22,15,11,1,2,20,1,0,0,3,0,0,0,0,0,0,0,0,0
sid-6b621124-75d1-4119-806e-474cd669761f,14,6,6,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-bb5056af-0f3e-4100-86ec-b8ec7381869e,6,3,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1f10feb1d0a14bbeb35903e078e9ad4c.bpmn,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0
sid-57deb9e0-f5ba-4380-a35e-0656d288167a,48,24,24,7,3,41,1,0,0,0,0,0,1,0,0,0,0,0,0
sid-b9c2ba68-4659-40d2-9471-566c2e91b7ac,16,8,8,2,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-da205765-555b-4cd8-a75f-7f1c2dffb7fd,8,8,4,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
1f56cd475c2e4fe78e88a75ab65dffc3.bpmn,0,0,0,2,1,9,1,0,0,0,0,0,0,5,0,1,0,0,0
sid-59522153-df56-4927-85d6-56cdd389d15d,14,9,7,5,1,18,2,0,1,1,0,0,0,0,0,0,0,0,0
sid-79d8f180-1227-49bc-ac19-bb1d9683267b,16,8,8,0,2,13,1,0,1,1,0,0,0,0,0,0,0,0,0
sid-418e0d74-de6b-4ce5-b27a-6019de800c98,12,10,6,3,3,14,1,0,0,1,0,0,0,0,0,0,0,0,0
1f9292f48f9d4226bf9adfc94c212565.bpmn,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0
sid-84fc532e-38c9-4013-b0d2-e867ddb49c4e,8,6,4,0,1,8,1,0,1,1,0,0,0,0,0,0,0,0,0
sid-d6593c51-85aa-4ea2-8350-589802607cb1,12,9,6,3,1,16,1,0,3,0,0,0,0,0,0,0,0,0,0
sid-55f307a2-b35d-4444-bff9-be2f5dfe0ac7,10,4,2,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0
sid-fa2c9a16-578a-4d63-86f0-fcdfef3ef86c,8,6,4,0,1,8,1,0,1,1,0,0,0,0,0,0,0,0,0
sid-9e40e37a-5f61-4128-8b4b-72e860a0e6d5,8,4,4,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-421fc3ef-263d-4628-8b63-b6a960b18e98,16,8,8,0,3,14,1,0,1,2,0,0,0,0,0,0,0,0,0
sid-c3059819-5185-4deb-aad5-5321a939330e,22,11,11,4,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-8103e3ef-e6b1-4337-b313-0604a3bbfb94,17,7,6,2,3,12,1,1,0,0,0,0,0,0,0,0,0,0,0
sid-0536de2b-aa31-4e5c-9056-a8b841e5281d,4,2,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-b8147cf6-9ac8-45d4-bb56-e4cc3507560a,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
sid-d0bbefaa-3f96-46a6-af1e-a3fb8e522206,12,8,6,2,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-23813dc7-21eb-4a69-becd-078e145af4b8,21,8,7,0,1,10,1,2,0,0,0,0,0,0,0,0,0,0,0
sid-e023e131-b94c-4f46-a488-4fd935c557ca,10,7,5,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-247b6334-8a6f-4918-a15a-14b66438ce80,2,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-edab148c-8f79-4e08-b9b1-b11f3b1a0c1f,10,6,5,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-628d638c-5f14-4830-b533-9084869060e3,13,7,7,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-75b14a66-d213-46c5-8c86-c218f70c64b0,21,0,21,5,3,31,1,0,0,0,2,1,0,0,0,0,0,0,0
sid-3e07c84d-0ca6-4b3f-9118-1e9edc4f027c,14,8,7,2,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-2ef50d35-d293-4fe6-8618-1d5d1ea89399,24,12,12,0,3,21,1,0,0,3,0,0,1,0,1,0,1,0,0
sid-3406c2ea-744f-4829-b96a-36cd98fa7c13,22,19,11,4,2,19,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-24403868-0afe-4c5e-b685-e52ebb95451f,8,5,4,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-914b7783-e1f2-4556-950c-4e55d0c47a89,8,4,4,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-247ea4fc-3e88-490b-b08a-7ab4e87b915b,10,8,5,1,1,11,1,0,0,0,0,0,2,0,0,0,0,0,0
sid-003ccfd4-7ba1-48f8-877c-910e9cdcb8ee,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-18a9c37d-0ef4-4d03-9809-0dc8aee9c6cb,12,7,6,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-2d1e227a-58f3-4930-b164-447879c628b0,14,9,7,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-218ebb3c-7f76-4daa-be86-429c026f04ef,28,14,14,5,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-d0cc7bea-14a1-4552-abc4-5799bd5d2ec5,14,8,7,2,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-34c278fc-26bb-4540-afc3-8c820679dd63,26,15,13,3,2,22,1,0,1,1,1,0,0,0,0,0,0,0,0
sid-ba027c91-c889-476b-8cef-ba0ffb3366ea,18,9,9,2,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-37477dbd-0017-4f9c-9f93-3441f05e35e0,14,9,7,2,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-1aff29f9-0098-450b-8f30-defee765cb61,20,10,10,1,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-b1b5292a-d9da-4b33-92b9-967af29b8264,12,9,6,2,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-f1de28ea-bc74-4c98-8a90-d5492eeae17f,8,7,4,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-fc9e8f9a-c35e-4285-83ff-7f1076409a06,12,8,6,1,2,12,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-faa788c3-aabb-4536-a227-f47e37d25e01,32,19,15,8,3,37,2,1,0,3,2,3,0,0,0,0,0,0,0
sid-601b4d4c-fff0-406f-802a-4219d013e7c9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-c3025d9d-8dbc-4746-9ae9-75d6b1643759,10,6,5,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-1fed0ca1-310c-45a8-80fb-ba1798f581c1,8,4,4,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-7be888e4-d336-4ea1-b34d-c33cc0305a62,16,9,8,1,3,13,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-0f7d511c-d454-4bb7-9966-5809ac94658e,52,39,26,18,3,67,1,0,9,0,1,1,0,0,0,0,0,0,0
sid-64d48248-beb0-44b7-b11c-2ebbbb39c1ce,4,2,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-582cea88-8725-425b-9254-28565e92cea7,10,5,5,3,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-2cf50df2-68c4-477e-b837-0e10d6d199d8,18,9,9,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-6786d958-8dc5-4a92-997d-dd34c15b6e3f,10,6,5,2,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-d6a985f5-43b2-4c3c-a478-033822040c5f,6,5,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-ae6d78b5-58ad-41de-9063-b2bc70e1543f,12,8,6,4,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-73c3fb9a-3922-49ab-8fcc-39f376d28445,8,8,4,0,0,7,1,0,0,0,0,0,2,0,0,0,0,0,0
sid-332fa8f0-81aa-45bb-b5be-3127302ed498,16,10,8,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-a91555f6-d70d-4c6b-b0ad-d70ef853da6e,36,27,18,9,3,34,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-ad60e9fc-074f-4ee6-aee2-042e4751a440,18,9,5,2,3,14,1,1,0,0,0,0,2,0,0,0,0,0,0
sid-ddb5e175-a293-49ef-a28e-f8c1387c5950,4,2,2,1,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-f7977d2a-030d-4201-9c5b-d1f10091eaa4,4,2,2,0,1,6,1,0,0,0,0,0,2,0,0,0,0,0,0
sid-1822c7e8-cade-4df0-a6d8-f7f836656cd0,28,14,14,2,1,21,1,0,0,0,0,0,2,0,0,0,0,0,0
sid-7a6c7274-4eff-42d4-9e55-ea2793b0259b,6,3,3,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-daf7f0c4-1180-4eb5-932a-2b7c50230014,16,12,8,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-22f8068f-fb74-4899-893d-d4c2e98fbf20,8,8,4,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-8089f9f6-3074-42fd-80ce-e491b94c7632,46,25,23,11,1,51,1,0,4,0,0,0,0,1,0,0,0,0,0
sid-06969fe5-fc2b-43e3-bc95-202bb6bac771,8,6,4,2,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-086fc517-9cf8-43df-8dc7-d86ada19f0d4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-926e6635-4ca0-494a-9be5-5ebe28fa8c6d,4,2,2,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0
sid-4343a80b-75f0-4a99-aa07-625c72ec20c7,16,8,7,0,1,13,1,0,0,0,0,0,4,0,0,0,0,0,0
sid-9a5341f7-9501-4d98-a5ee-813f801665ca,22,12,11,8,3,34,1,0,4,1,0,0,2,0,0,0,0,0,0
sid-395b8dc3-9377-4e16-8748-c7716e70aa2c,19,6,6,3,1,15,1,3,0,0,0,0,0,0,0,0,0,0,0
sid-23f57f48-3ab3-463a-9257-258dcb93ccdc,38,19,19,3,2,34,1,0,0,0,0,0,6,0,0,0,0,0,0
sid-a148af1f-545d-478f-bac9-9fdfc29eecc3,16,8,8,2,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-be74312c-5d35-4834-82b2-c74e566e1586,8,4,3,3,2,13,1,1,1,0,0,0,1,0,0,0,0,0,0
2e7ba0d8c083448e9e5913618795a796.bpmn,0,0,0,3,2,9,1,0,3,0,0,0,0,0,0,1,0,0,0
sid-f411dbd2-4b51-4e5b-82e4-37bd86e337bc,36,19,18,0,1,27,1,0,0,0,0,0,4,0,0,0,0,0,0
sid-89867e2e-78c9-4796-95c6-c4478edafa2e,18,9,9,0,6,19,1,0,2,2,0,1,0,0,0,0,0,0,0
sid-f8cc9645-1e8c-45e0-af81-a070ecb75d1a,30,18,15,9,8,42,1,0,3,3,0,0,0,0,0,0,0,0,0
sid-6ccc10e4-384d-4377-88a2-9b5fbe3222bf,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sid-9f086c57-14a5-4deb-82e8-6f14b8f815ab,19,10,3,1,1,7,1,1,0,0,0,0,0,0,0,0,1,0,0
sid-517b0835-4115-48ea-b0b6-256b5cbf5f1f,10,0,0,3,2,12,1,5,0,0,0,0,0,0,0,0,0,0,0
sid-53c09e2c-26c1-458b-943a-98b70653698a,16,8,8,1,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0
sid-14239444-7f3e-4434-b692-9e17d3f746f4,6,3,3,0,1,8,1,0,2,1,0,0,0,0,0,0,0,0,0
sid-f6fa90f8-b596-44eb-bc32-141d540c44c7,14,9,7,0,4,15,1,0,1,3,0,0,0,0,0,0,0,0,0
sid-c749b733-c9d3-409b-b3ad-cf187d8df479,13,6,6,3,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-f5077641-d520-445f-b8db-c8a16a01f10d,20,10,10,4,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-4f03bfac-6870-4951-8bba-a7e16355e589,22,11,11,4,2,19,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-e0c1035d-4254-4f13-b5a3-195e1d50696f,14,6,5,2,1,13,1,2,1,1,0,0,0,0,1,0,0,0,0
sid-a6ad4800-0e2e-4d0b-9b54-e9b392754488,34,17,17,2,3,31,1,0,1,3,0,0,2,0,0,0,0,0,0
sid-49c16b5d-9ca7-471d-aaf6-e9ab24ac3e29,26,16,13,4,4,31,1,0,6,0,0,0,0,0,0,0,0,0,0
sid-c7de31a7-deac-4008-8e7f-a5925a0544e7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-7587b36b-ea62-4f16-9d3a-a151fb21e145,14,8,7,0,3,12,1,0,0,2,0,0,0,0,0,0,0,0,0
sid-80c4c0db-ab98-4d38-92db-bd83fdd1ec2b,14,9,7,1,2,15,1,0,1,1,0,0,0,0,0,0,2,0,0
sid-9c2ab10b-8842-4171-850a-0924c5ba3cb1,19,7,7,2,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-c0d203bb-776d-4613-a83b-5043b338ff91,4,2,2,1,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-df41b892-2233-44b8-9dfb-2591fa242512,26,15,13,0,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-429291ed-411c-46c6-b0a2-5c083af479e6,10,4,4,2,2,14,1,1,1,2,0,0,0,1,0,0,0,0,0
sid-622faec6-b2a4-403e-a399-45522f5e9138,24,14,12,4,2,25,1,0,1,1,0,0,0,0,0,0,0,0,0
sid-24058308-c557-4e48-bbab-4714042bb2ff,34,17,17,4,3,28,1,0,0,0,0,0,1,0,0,0,0,0,0
sid-8d8c0cad-8734-4015-84c6-70cd2d1929fc,16,8,8,2,4,14,2,0,0,0,0,0,0,0,0,0,0,0,0
sid-82666824-6d65-4fd7-a2a7-23d4a9ca9394,16,10,8,0,3,12,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-58da2256-52d5-4a77-a851-4246fddb15fe,14,8,7,0,2,10,0,0,0,2,0,0,0,0,0,0,0,0,0
sid-990bc4a3-c900-4821-864e-cef466b15e3e,16,9,8,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-4a907afe-27c0-4eb3-861d-f7959f51737f,4,4,2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-144a1902-2024-4e04-8903-8c994952710f,26,13,13,3,1,21,2,0,0,0,0,0,0,0,0,0,0,0,0
sid-8ed001c7-2c3a-442f-b77a-96af0aa2ae3c,14,12,7,0,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-fc0370ec-13bd-4298-9c0a-4e433039676a,12,8,6,2,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-2c591827-8b1a-44df-9b65-7e81f4726aca,13,7,6,2,2,12,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-98239709-11ec-4b93-a99c-1bf0f72881a2,8,5,4,4,2,15,1,0,2,1,0,0,0,0,0,0,0,0,0
sid-5cf47c78-9fa6-481d-8575-c7cec7220655,22,11,11,5,2,26,1,0,0,3,0,0,1,0,0,0,0,0,0
sid-2c61ff7b-9ab6-4f18-8fb3-b0ee07063796,10,10,5,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-6e59bf13-7bb4-4527-9f5a-029f235f43bd,10,6,5,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
