model,ns0:participant,ns0:messageFlow,ns0:choreographyTask,ns0:exclusiveGateway,ns0:endEvent,ns0:sequenceFlow,ns0:startEvent,ns0:subChoreography,ns0:intermediateCatchEvent,ns0:eventBasedGateway,ns0:textAnnotation,ns0:association,ns0:parallelGateway,ns0:intermediateThrowEvent,ns0:inclusiveGateway,ns0:extensionElements,ns0:boundaryEvent,ns0:group,ns0:complexGateway
sid-9db7ba6e-45db-4b20-9a26-87596f72f2af,8,5,4,2,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-1c2230ff-5df2-43a6-9b26-5dbf45d8b4a6,12,9,6,2,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-40a48fd6-1777-424e-a9dd-d030c9fb3d7b,41,19,19,0,6,46,1,1,2,8,0,0,4,0,0,0,0,0,0
sid-f3f05402-9925-4444-be7c-8894ada71a23,38,19,19,12,2,46,1,0,2,3,0,0,0,0,0,0,0,0,0
sid-efc3b68d-a406-4589-aed1-bd0c252f9db4,10,7,5,1,3,11,1,0,0,1,0,0,1,0,0,0,0,0,0
sid-50c4692c-8034-46db-b375-03a1e2504d0f,18,10,9,3,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-a0a6bc07-66a5-4c5b-8cb4-e810e986932c,14,9,7,1,2,10,1,0,0,0,0,1,0,0,0,0,0,0,0
sid-8efc5961-8546-4c18-8748-a98076000d1c,77,42,35,8,5,72,2,3,10,3,1,1,1,1,0,0,0,3,0
sid-b68958b7-5b3c-4598-8be5-0b2c6b878d70,18,9,9,2,2,14,1,0,0,0,2,2,0,0,0,0,0,0,0
sid-b8594f54-92d0-42b7-9d23-1e4f63e67f8f,14,8,7,2,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-4e5446e8-0104-4716-a1a3-e21f008011b7,8,8,4,4,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-796a1f08-0e5f-4e3a-b29c-f403395caa31,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-47c6037b-f93a-48d9-ab6f-ee813d84935c,6,4,3,3,0,9,1,0,1,1,0,0,0,0,0,0,0,0,0
sid-29427abb-da97-42b8-bb2e-9491f9cba406,10,6,5,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-8064ad9b-3582-4791-b159-b8e82c564b1c,12,7,6,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-29645cfb-e9a4-4105-bb9d-65afd5b91954,14,8,7,1,2,12,2,0,0,0,0,0,1,0,0,0,0,0,0
sid-5ab5694d-5515-4230-b9bb-b4a7e539bca1,16,8,8,2,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-8925831f-e43f-4814-8477-3fe418cfb4dd,8,6,3,0,1,8,1,1,0,1,0,0,1,0,0,0,0,0,0
sid-311a8966-0852-4873-8fb5-4c109b7525e0,8,4,4,0,2,7,2,0,0,1,0,0,0,0,0,0,0,0,0
sid-72d6d5f6-e1bd-405d-a230-0fa6c54b6319,8,4,4,2,1,12,1,0,0,0,0,0,2,0,0,0,0,0,0
sid-cdcc177e-d782-4c04-99a0-6bd30bb2bd16,2,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-c4417a54-a50e-4ff3-83f7-0ffc13671109,22,14,11,1,3,16,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-ae2b5a96-09c8-4089-a372-fb100050f9a1,50,20,20,5,1,41,1,0,0,0,1,0,7,0,0,0,0,0,0
sid-b98d6bf5-7ca1-4a2d-b31f-96a769c6ef6a,16,10,7,1,3,13,1,1,0,0,0,0,1,0,0,0,0,0,0
sid-9833d194-ad74-4ae0-a387-e2b184873b57,16,10,8,4,4,22,1,0,1,1,0,0,2,0,0,0,0,0,0
sid-c251cb13-89e6-4d71-9dd2-7f21f030eda1,14,8,7,5,2,19,0,0,2,1,2,2,0,0,0,0,0,0,0
sid-f80b00e7-7e67-4097-a155-b0a6472e5a2d,12,6,6,3,2,15,1,0,0,2,0,0,0,0,0,0,0,0,0
sid-124c4d40-f511-4da2-89b9-e31e3d2a42c2,4,2,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-95c3c30e-6098-4204-948e-9d47366ce12e,56,28,28,8,6,55,2,0,0,1,0,0,4,0,0,0,0,0,0
sid-255151ae-5e9d-413c-8873-202a2631203f,30,27,15,8,2,40,1,0,3,2,1,1,0,0,2,0,0,0,0
sid-c249aec0-d2bf-4061-b743-ad0cb8857d24,9,3,3,1,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0
sid-f1b08890-4f39-4e63-af0a-5ebce8d08b18,10,5,5,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-f23b7118-4f29-41e3-aff8-bd5139102824,36,19,18,15,2,46,1,0,0,0,0,0,2,0,0,0,0,0,0
sid-3c84954a-b676-45f4-8ee1-141e42b66f6e,16,8,8,0,1,15,1,0,0,1,0,0,0,0,0,0,0,0,1
sid-680e73a7-fca3-49d3-8808-5f099095a38f,6,3,3,1,2,7,1,0,0,0,1,3,0,4,0,0,0,0,0
sid-7a507286-bb0b-4008-8e75-8e17bb635ebc,18,9,9,1,4,18,1,0,0,3,0,0,0,0,0,0,1,0,0
sid-31fa0c62-aee9-44c4-9178-6fa8aaff261b,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-ca3e32db-e881-4e51-8133-99285ca99d7c,14,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sid-80d567b9-3d22-43d6-a7ec-b7761ac4c764,12,9,6,4,1,15,1,0,1,1,0,0,0,0,0,0,0,0,0
sid-adef520c-64d0-4ef2-926a-79c186e1c3e1,16,10,8,4,3,20,1,0,1,1,0,0,1,0,0,0,0,0,0
sid-106dc1f8-9c56-4ddc-85fd-0ff7dbd0977b,19,9,9,2,3,14,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-eca40583-467f-4802-8071-0ac318c21542,44,23,21,4,5,33,1,0,0,2,0,0,0,0,0,0,0,0,0
sid-01d27519-68bf-4345-9b31-960cb66effe0,18,9,9,0,2,13,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-b024fdb3-191b-4777-ac9e-d9a5d6e00adb,27,12,12,3,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-259a39a2-c4a9-43fc-9cec-94248cc82004,2,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-37df0f15-03f3-4c43-9f33-51d4552967d5,6,3,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-e71f49c9-c27f-4166-8ad4-09ce62ba89c2,8,6,4,2,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-9164daa8-a74a-47bc-9858-a563964b72f4,12,6,6,1,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-293cfa31-d4b0-4457-910c-f1123a609e78,6,3,3,1,1,9,1,0,1,1,0,0,0,0,0,0,0,0,0
sid-22549f3f-d8d7-4b52-a1aa-734626277e93,12,7,6,0,2,12,1,0,1,1,0,0,0,1,0,0,0,0,0
sid-db276bf1-09de-4e35-96a2-b5864a50edc2,8,5,4,1,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-2b1a8775-2b00-4c97-8724-986d0ce89aa3,50,20,20,5,1,41,1,0,0,0,2,0,7,0,0,0,0,0,0
sid-1c27d878-eda5-4e73-a6af-3bf977374508,12,6,5,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-075c52a0-1beb-46e8-b56f-86f8ac755015,14,9,7,2,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-59d4ed53-f05f-4bbf-a96e-13ec9136726b,12,7,6,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-e6dd71ca-8a00-43fd-98f0-a71f1ac3e3cf,12,7,6,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-8b18b572-6583-4914-81d2-f3193672000b,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-bf2dbc75-4e76-4eb5-b220-e878d1228ce2,46,41,23,5,2,40,1,0,5,0,0,0,1,0,1,0,0,0,0
sid-5fb9da82-3146-471f-b362-d007b1eeba22,16,10,8,2,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-579bb63a-2771-4ba3-bb00-60541bcd5b27,17,0,0,0,2,7,1,4,0,1,0,0,0,0,0,0,0,0,0
sid-e9710829-7fee-4715-b42a-e02beeec0880,10,8,5,4,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-9d08b03c-0b00-4554-ae6d-2ed91f86f15f,12,6,5,1,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0
sid-e085dd12-fbf5-4193-aeb8-ab8f3f6f0fb8,10,7,5,2,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-7f11b8de-fe02-4c7a-818d-39b380658ecb,12,6,6,1,2,12,1,0,1,1,0,0,0,0,0,0,0,0,0
sid-a157ed8e-449c-414a-9971-0dd56e5c31d0,48,20,20,2,1,36,1,0,0,0,1,0,7,0,0,0,0,0,0
sid-c77c1ba4-cd47-432d-95ee-32159b206d55,18,10,9,2,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-f8bcb046-3623-448e-be1b-9f7f71d08b93,14,9,7,2,0,13,1,0,0,0,0,0,0,0,2,0,0,0,0
sid-2d6889d8-062e-4090-9b01-8fb25028c170,6,6,3,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-7b8892f9-23c6-4452-9a1d-ce21d7c6ca6f,16,10,8,4,3,21,1,0,1,1,0,0,1,0,0,0,0,0,0
sid-2b3038c1-d4fb-4881-b832-2387e9d79aba,16,12,8,1,2,12,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-8503e18d-086b-4a16-beff-ed4b2da30067,13,8,6,2,2,12,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-553882a0-9b10-46c2-a982-3d25345d3da4,16,8,8,3,1,14,1,0,0,0,2,2,0,0,0,0,0,0,0
sid-53a8e8ab-5a28-4532-a57c-18eb0c7ce1aa,14,8,7,2,2,14,1,0,0,2,0,0,0,0,0,0,0,0,0
sid-4df614b2-b8ff-49ae-ad28-7ccce53d556b,4,2,2,0,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-d5732e26-aaee-40f5-a3a2-01f93dc8b7f2,8,6,4,0,1,8,1,0,1,1,0,0,0,0,0,0,0,0,0
sid-e3b9565f-2b20-4464-9562-1940a7aef4b6,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-265e6084-a426-44fd-94f8-5297c8dbba85,8,5,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-8989e70e-a19d-4cfa-ab24-62d3ff6350bd,10,6,5,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-43759ceb-297d-45bc-be26-ca0fbe1005bf,14,8,7,4,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-5d08ffd9-3b56-4aa4-94f3-7c42bcc96445,24,12,12,5,3,25,1,0,2,0,0,0,0,0,0,0,0,0,0
sid-bad6f201-d0b7-4c1e-bd0a-d78c92ba3510,10,6,4,0,0,7,1,1,0,1,0,0,0,0,0,0,0,0,0
sid-c0dfbbcc-392d-45e2-8a7b-f98d0ab30c48,15,8,7,1,1,14,1,0,2,1,0,0,0,0,0,0,0,0,0
sid-33c8dba2-33ac-466b-b9e1-aa2c7d74da41,8,4,4,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-5bc7416c-dba6-44e8-8a2b-2d1ca75a6fa9,42,18,18,0,1,23,1,0,0,0,0,0,4,0,0,0,0,0,0
sid-d4c8d756-07f5-4f53-b9c1-e5841f44bd65,14,8,7,2,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-d119eac3-3166-4b9d-a0d4-83aa110638a0,22,16,11,6,2,25,2,0,0,0,0,0,1,0,0,0,0,0,0
sid-eab13943-c17b-45ea-87f6-47b22e252ae3,22,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sid-835df9bd-18a2-4bcf-a6ce-b8c817812695,8,6,4,2,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-51b1d68b-9c48-4255-b1c3-21c53a15a39a,20,10,10,0,3,21,1,0,0,3,0,0,2,0,1,0,0,0,0
sid-aa396907-27b6-40aa-8108-a11754aea97b,14,8,7,2,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-080ff6ce-924e-4e07-bfd8-58d81064f07d,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
sid-ddcaa3bf-b268-4c9f-98de-092311460d29,10,5,4,1,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0
sid-c82bd280-b9a0-46ea-9795-42fcc570b547,4,2,2,0,1,6,1,0,0,0,0,0,2,0,0,0,0,0,0
sid-729fde80-4806-4bce-ba45-822dd31ce731,8,5,4,4,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-db1fe3a1-1292-420f-821e-b98779a2caed,4,2,2,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-d374a2e6-38c6-40e0-86f7-adb726924089,16,8,8,2,1,15,1,0,0,2,0,0,0,0,0,0,0,0,0
sid-8884dab2-f4b9-4e23-acd1-d28ccdb9c337,4,2,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-b162b59f-4f7b-4052-81a9-b58f4b8649fe,12,7,6,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-80c7083c-73ad-4a4a-bdcc-7a6bb26d1129,6,4,3,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0
sid-d9161dd5-7db9-4395-b630-efee6630b2e2,8,4,4,2,2,11,1,0,1,1,0,0,0,0,0,0,0,0,0
sid-066fd018-ea41-408e-a465-7c059ef87b32,16,8,8,2,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-ce4b0744-650e-436d-a5c0-ee95c98e3e70,42,33,21,12,2,48,1,0,5,0,0,0,0,0,0,0,0,0,0
sid-d7ae5b7b-7cb2-482b-bdf4-6f1f34cbf3d5,18,9,9,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-b0f41948-338c-475a-b3bb-bc87116ae7ba,12,8,6,2,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-f6f75c91-0ef6-4ff4-b1f0-6e4a8b52e614,4,4,2,0,1,6,1,0,0,0,0,0,2,0,0,0,0,0,0
sid-18e2b364-c8d8-4dc3-961b-33584078fbe7,21,8,7,0,1,10,1,2,0,0,0,0,0,0,0,0,0,0,0
sid-965eceeb-863d-486b-ab19-84fdfd039cbf,10,5,5,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-37f6bdb5-b8bd-4d7f-af9e-396a0123f3fe,22,11,11,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-b192f4af-5a21-4c09-b88d-93ef0ea5cf75,6,3,3,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-e0cff846-e631-4657-9d55-ab4c98968cd7,10,7,5,4,1,12,1,0,0,0,1,1,0,0,0,0,0,0,0
sid-13615f48-d417-4ede-882f-98fc43122910,12,7,5,2,3,11,1,1,0,0,0,0,0,0,0,0,0,0,0
sid-4b41bb3c-1ed6-4c93-a349-05e17d876a0d,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-018770bc-d819-4f16-b78a-07853313e686,12,5,5,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0
sid-ea1a2d9f-ec47-4af7-b743-2f37039ceae6,16,10,8,4,3,21,1,0,1,1,0,0,1,0,0,0,0,0,0
sid-135b6b82-b23b-456a-8660-3809d055ea06,26,14,13,4,2,22,1,0,1,0,0,0,1,0,0,0,0,0,0
sid-9c5ded8f-d4e2-4108-a8c0-491376444823,10,5,5,0,2,8,1,0,0,1,0,0,0,0,0,0,0,0,0
sid-940f98fc-2e96-474e-868f-0178a0342279,10,8,5,1,1,11,1,0,0,0,0,0,2,0,0,0,0,0,0
sid-3bf3df58-f88d-4d0c-8ca1-6451eedaa778,22,11,11,3,4,23,1,0,1,1,0,0,2,0,0,0,0,0,0
sid-c1920542-87fc-4097-ad9f-5a8fc4209696,8,6,4,5,1,14,1,0,1,1,0,0,0,0,0,0,0,0,0
sid-ef221c79-6c7f-4f5b-8808-80c7977689f0,22,12,11,4,5,25,1,0,1,0,0,0,2,0,0,0,0,0,0
sid-c4be0c67-fc64-441e-a059-5b15d8aec67e,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-d562f234-1b83-4cb9-aa6f-8a3b7fde0e41,12,8,6,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-79535016-3cb4-46ad-9c8e-92abafb5e5e7,6,3,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
sid-99e7b306-8ddc-4f0e-932d-69859a931a65,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-42926e29-6475-4009-bc41-61375eb1c566,36,18,18,4,3,46,1,0,10,4,0,0,0,0,0,0,0,0,0
sid-8f8aa494-bc2d-4e05-8610-9f981cf11838,54,38,27,21,3,75,1,0,10,0,0,0,2,0,0,0,0,0,0
sid-6f1a1867-6142-442a-88ce-a6b1bccc384a,16,10,8,4,3,22,1,0,1,1,0,0,2,0,0,0,0,0,0
sid-ae6b36b3-87d6-4536-96f2-f5a2769a928c,10,5,5,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0
sid-b8fa98e7-d6c9-433d-8ef1-902cb8949bcc,28,12,10,4,6,29,3,3,1,1,0,0,2,0,0,0,0,0,0
sid-fdcade68-9565-456a-8d3f-659b55311bef,20,10,10,0,1,17,1,0,0,0,0,0,4,0,0,0,0,0,0
sid-d5788656-275b-4b88-a6ce-63ed680aca56,59,42,29,6,5,58,1,0,3,2,1,1,4,0,1,0,0,0,0
sid-854a3f3d-f96c-408d-bfca-df633859b2ef,24,14,11,4,4,22,1,1,0,0,0,0,1,0,0,0,0,0,0
sid-d9030f60-7289-47e9-bf79-18d1ab84adaf,21,9,9,0,2,15,1,1,0,2,0,0,0,0,0,0,0,0,0
sid-c7ca1671-5a86-41be-9bfb-560196d38b21,26,15,13,3,4,26,1,0,2,2,1,1,0,0,0,0,0,0,0
sid-6f0d7085-5994-4288-a8bd-801fc86a0fab,14,9,7,0,4,15,1,0,1,3,0,0,0,0,0,0,0,0,0
sid-e39d8081-84de-48ec-96be-1977b9442c7b,6,4,2,0,1,7,1,1,0,1,0,0,1,0,0,0,0,0,0
sid-cd9f116e-a460-4c81-81bb-b15c314e522f,14,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
sid-96f6f59a-a23c-4201-a58d-3da01bdc7a2c,10,7,5,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0
sid-def008ae-ce32-460b-9a80-e86e9ed81930,12,9,6,3,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-7ca135f9-721b-4dde-9965-02cc9ed92d85,8,6,4,0,1,8,1,0,1,1,0,0,0,0,0,0,0,0,0
sid-52bb1da4-c2ae-423c-b0ab-26d82b343a81,16,8,8,1,0,9,1,0,0,0,0,0,0,0,0,0,0,2,0
sid-2e74919b-c2d6-44d6-9596-5771ad85f314,8,4,4,4,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-8e96ca19-8e4a-48b9-813f-d03c2144a8fc,15,7,7,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-bbc5974a-d2cc-42ff-9b76-b736403528f2,22,11,11,0,1,19,1,0,0,0,0,0,4,0,0,0,0,0,0
sid-0d6d63ff-a888-46c1-8a54-c14e911d0d83,6,4,3,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-7758b2b5-5e5d-4ea2-a00c-3756928bd98a,8,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-a0fa4e1d-d7d5-49b3-80c0-146e35bffe6a,4,3,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-f8de0bbf-52ee-4ad4-8479-046e6043e370,8,7,4,2,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-6e58ced0-2b16-4c8b-8d8e-4c9916cab319,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-5e1f691c-1a98-4d03-b0f8-e39708e069c9,26,13,13,2,2,19,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-c733a120-4bee-454c-93e7-f67da6312c06,20,10,10,1,2,22,1,0,0,3,0,0,2,0,1,0,0,0,0
sid-bbec7de1-ed82-4d7a-81a3-f982e5b8e80d,10,6,5,4,2,15,1,0,1,1,0,0,0,0,0,0,0,0,0
sid-40ff8d9d-66c3-4f7e-a4dd-db25463b18c4,10,6,5,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-670fb435-afe2-40f5-b90b-f76cf1d6e0bf,10,4,4,2,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0
sid-a15606f9-a7c8-4e16-bb73-ecb1d73fc9b1,14,7,7,2,1,11,1,0,0,0,0,1,0,0,0,0,0,0,0
sid-ecdf41d6-f249-4f12-bd58-071882ca7735,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-9a5976e6-4b00-416f-adb8-896aa1b79fd4,12,6,6,2,1,14,1,0,0,0,0,0,2,0,0,0,0,0,0
sid-e740fcaf-c7da-4bcf-9dc5-cfef0e4cdb5d,13,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sid-4eb5004b-c49e-4526-a69d-f74786d1f9eb,10,5,5,6,1,16,1,0,0,1,1,1,0,0,0,0,0,0,0
sid-bb4eb01f-33ca-4dc1-8071-078084bb378c,28,15,14,2,2,29,1,0,3,4,0,0,0,0,0,0,0,0,0
sid-3671b301-367a-4a67-a107-c711715b848e,6,4,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-9142195a-3a22-4e66-a167-dede28b64196,30,17,13,8,5,37,2,2,2,2,0,0,0,0,0,0,0,0,0
sid-a451ac4c-9f1c-4c6c-8bba-955fbad275cd,10,5,5,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0
sid-e5e88a9a-0cee-46fa-b4fe-59d363721337,10,6,5,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0
sid-9b39ba7e-8b63-4260-adf3-38821e08491a,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sid-328a2509-2c20-498a-96e7-5cc2a7fa12c0,8,4,4,1,1,10,1,0,0,1,0,0,1,0,0,0,0,0,0